nan nan
  -7.0839372e+01   4.2518757e+01
  -7.0884022e+01   4.2483929e+01
  -7.0926192e+01   4.2474255e+01
  -7.0923712e+01   4.2445232e+01
  -7.0913789e+01   4.2437493e+01
  -7.0926192e+01   4.2431688e+01
  -7.0950998e+01   4.2452972e+01
  -7.0975804e+01   4.2435558e+01
  -7.0985726e+01   4.2408470e+01
  -7.0963401e+01   4.2369773e+01
  -7.0953479e+01   4.2358164e+01
  -7.0970843e+01   4.2362034e+01
  -7.0990687e+01   4.2387187e+01
  -7.0998129e+01   4.2385252e+01
  -7.1000610e+01   4.2286574e+01
  -7.0985726e+01   4.2278835e+01
  -7.0955959e+01   4.2282705e+01
  -7.0950998e+01   4.2276900e+01
  -7.0963401e+01   4.2265291e+01
  -7.0941076e+01   4.2267226e+01
  -7.0928673e+01   4.2267226e+01
  -7.0926192e+01   4.2261421e+01
  -7.0911309e+01   4.2271096e+01
  -7.0896425e+01   4.2267226e+01
  -7.0893945e+01   4.2271096e+01
  -7.0861697e+01   4.2267226e+01
  -7.0898906e+01   4.2311727e+01
  -7.0893945e+01   4.2317532e+01
  -7.0869139e+01   4.2296249e+01
  -7.0841853e+01   4.2280770e+01
  -7.0757513e+01   4.2247877e+01
  -7.0722785e+01   4.2209180e+01
  -7.0710382e+01   4.2187897e+01
  -7.0720304e+01   4.2180157e+01
  -7.0712862e+01   4.2168548e+01
  -7.0702940e+01   4.2172418e+01
  -7.0645887e+01   4.2110503e+01
  -7.0643406e+01   4.2077610e+01
  -7.0606197e+01   4.2029239e+01
  -7.0606197e+01   4.2015695e+01
  -7.0616120e+01   4.2009890e+01
  -7.0623561e+01   4.2019565e+01
  -7.0648367e+01   4.2056327e+01
  -7.0665731e+01   4.2035043e+01
  -7.0660770e+01   4.2019565e+01
  -7.0685576e+01   4.2015695e+01
  -7.0655809e+01   4.1978933e+01
  -7.0653328e+01   4.1988607e+01
  -7.0621081e+01   4.1973128e+01
  -7.0576430e+01   4.1965389e+01
  -7.0524338e+01   4.1915083e+01
  -7.0521858e+01   4.1860907e+01
  -7.0534260e+01   4.1829949e+01
  -7.0487129e+01   4.1783512e+01
  -7.0392867e+01   4.1762229e+01
  -7.0308528e+01   4.1754490e+01
  -7.0286202e+01   4.1752555e+01
  -7.0286202e+01   4.1742881e+01
  -7.0328372e+01   4.1737076e+01
  -7.0338295e+01   4.1729337e+01
  -7.0306047e+01   4.1727402e+01
  -7.0273799e+01   4.1729337e+01
  -7.0234110e+01   4.1756425e+01
  -7.0224188e+01   4.1766099e+01
  -7.0050547e+01   4.1787382e+01
  -7.0018300e+01   4.1818340e+01
  -7.0013338e+01   4.1880255e+01
  -7.0015819e+01   4.1899604e+01
  -7.0018300e+01   4.1920887e+01
  -7.0033183e+01   4.1938301e+01
  -7.0048067e+01   4.1942170e+01
  -7.0053028e+01   4.1922822e+01
  -7.0070392e+01   4.1920887e+01
  -7.0085275e+01   4.2015695e+01
  -7.0095198e+01   4.2044718e+01
  -7.0147290e+01   4.2067936e+01
  -7.0177057e+01   4.2069871e+01
  -7.0196901e+01   4.2052457e+01
  -7.0226668e+01   4.2050522e+01
  -7.0194421e+01   4.2096959e+01
  -7.0182018e+01   4.2108568e+01
  -7.0070392e+01   4.2081480e+01
  -7.0003416e+01   4.2007955e+01
  -6.9976130e+01   4.1969258e+01
  -6.9941402e+01   4.1887995e+01
  -6.9933960e+01   4.1845428e+01
  -6.9926518e+01   4.1824144e+01
  -6.9936440e+01   4.1826079e+01
  -6.9943882e+01   4.1814470e+01
  -6.9924037e+01   4.1804796e+01
  -6.9926518e+01   4.1708053e+01
  -6.9938921e+01   4.1744815e+01
  -6.9946363e+01   4.1762229e+01
  -6.9958766e+01   4.1775773e+01
  -6.9981091e+01   4.1754490e+01
  -6.9966207e+01   4.1731271e+01
  -6.9943882e+01   4.1702249e+01
  -6.9995974e+01   4.1562939e+01
  -7.0020780e+01   4.1557135e+01
  -6.9983571e+01   4.1671291e+01
  -7.0015819e+01   4.1686770e+01
  -7.0120003e+01   4.1671291e+01
  -7.0224188e+01   4.1657747e+01
  -7.0256435e+01   4.1624855e+01
  -7.0293644e+01   4.1622920e+01
  -7.0258916e+01   4.1650008e+01
  -7.0318450e+01   4.1644203e+01
  -7.0355659e+01   4.1634529e+01
  -7.0407751e+01   4.1624855e+01
  -7.0432557e+01   4.1626789e+01
  -7.0454882e+01   4.1619050e+01
  -7.0457362e+01   4.1611311e+01
  -7.0442479e+01   4.1607441e+01
  -7.0449921e+01   4.1578418e+01
  -7.0499532e+01   4.1566809e+01
  -7.0539222e+01   4.1562939e+01
  -7.0516896e+01   4.1572613e+01
  -7.0519377e+01   4.1582288e+01
  -7.0578911e+01   4.1568744e+01
  -7.0650848e+01   4.1533916e+01
  -7.0675654e+01   4.1528112e+01
  -7.0628523e+01   4.1746750e+01
  -7.0645887e+01   4.1750620e+01
  -7.0658290e+01   4.1711923e+01
  -7.0690537e+01   4.1735141e+01
  -7.0715343e+01   4.1735141e+01
  -7.0710382e+01   4.1700314e+01
  -7.0725265e+01   4.1688705e+01
  -7.0735188e+01   4.1708053e+01
  -7.0735188e+01   4.1680965e+01
  -7.0767435e+01   4.1655812e+01
  -7.0819527e+01   4.1640333e+01
  -7.0839372e+01   4.1634529e+01
  -7.0841853e+01   4.1609376e+01
  -7.0861697e+01   4.1599701e+01
