nan nan
  -7.0901387e+01   4.1648073e+01
  -7.0896425e+01   4.1615180e+01
  -7.0928673e+01   4.1597767e+01
  -7.0936115e+01   4.1591962e+01
  -7.0928673e+01   4.1562939e+01
  -7.0943556e+01   4.1545526e+01
  -7.0968362e+01   4.1533916e+01
  -7.0985726e+01   4.1553265e+01
  -7.0983246e+01   4.1533916e+01
  -7.1000610e+01   4.1524242e+01
  -6.7000000e+01   4.1524242e+01
  -6.7000000e+01   4.2528431e+01
  -7.0839372e+01   4.2518757e+01
nan nan
